SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
282019,0,Cash loans,M,N,Y,0,225000.0,894766.5,29700.0,679500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.004849,-11944,-2133,-794.0,-2924,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,MONDAY,10,0,0,0,0,0,0,University,,0.4802002131720853,0.3539876078507373,0.1237,0.1493,0.9985,,,0.16,0.1379,0.3333,,0.1084,,0.1656,,0.0844,0.1261,0.155,0.9985,,,0.1611,0.1379,0.3333,,0.1108,,0.1726,,0.0893,0.1249,0.1493,0.9985,,,0.16,0.1379,0.3333,,0.1102,,0.1686,,0.0861,,block of flats,0.1486,"Stone, brick",No,2.0,0.0,2.0,0.0,-1082.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
190465,1,Cash loans,F,N,N,0,126000.0,508495.5,24462.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-16285,-512,-8932.0,-4512,,1,1,1,1,0,0,Laborers,2.0,2,2,FRIDAY,20,0,0,0,0,0,0,Industry: type 3,,0.5686399756607502,0.1034490521267516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
192958,0,Cash loans,F,N,Y,1,112500.0,584766.0,29988.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-12287,-5336,-1073.0,-4275,,1,1,0,1,0,0,Low-skill Laborers,3.0,2,2,MONDAY,14,0,0,0,0,0,0,Self-employed,0.6222392448635087,0.3088534777483918,0.6706517530862718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-679.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
433461,0,Cash loans,F,Y,Y,0,270000.0,1078200.0,34780.5,900000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-16157,-4490,-1736.0,-3865,1.0,1,1,1,1,1,0,Accountants,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,Self-employed,,0.198953459113488,0.656158373001177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1375.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
439279,0,Cash loans,M,Y,Y,0,135000.0,180000.0,6786.0,180000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.0060079999999999,-12233,-3505,-6156.0,-4383,14.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.5966391675152887,,0.1454,0.0926,0.9881,0.8368,0.0351,0.16,0.1379,0.3333,0.375,0.0156,0.1185,0.1519,0.0,0.0,0.1481,0.0961,0.9881,0.8432,0.0354,0.1611,0.1379,0.3333,0.375,0.0159,0.1295,0.1583,0.0,0.0,0.1468,0.0926,0.9881,0.8390000000000001,0.0353,0.16,0.1379,0.3333,0.375,0.0158,0.1206,0.1547,0.0,0.0,reg oper account,block of flats,0.1387,"Stone, brick",No,0.0,0.0,0.0,0.0,-904.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
248242,0,Revolving loans,F,N,Y,0,202500.0,675000.0,33750.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-9795,-1528,-526.0,-526,,1,1,0,1,1,0,,2.0,1,1,THURSDAY,12,0,1,1,0,0,0,Business Entity Type 3,0.4920479296174688,0.5853544993116938,0.5280927512030451,0.2959,0.1899,0.9776,0.6940000000000001,0.0108,0.32,0.2759,0.3333,0.375,0.0,0.2412,0.282,0.0,0.0016,0.3015,0.197,0.9777,0.706,0.0108,0.3222,0.2759,0.3333,0.375,0.0,0.2635,0.2938,0.0,0.0016,0.2987,0.1899,0.9776,0.6981,0.0108,0.32,0.2759,0.3333,0.375,0.0,0.2454,0.2871,0.0,0.0016,reg oper account,block of flats,0.2481,Panel,No,0.0,0.0,0.0,0.0,-397.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
193993,1,Cash loans,F,N,N,0,292500.0,1051294.5,27859.5,918000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.031329,-10531,-860,-3940.0,-2156,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Trade: type 7,,0.2651242425749029,0.1061556230153924,0.1216,0.1238,0.9791,0.7144,0.0179,0.0,0.2759,0.1667,0.2083,0.1196,0.0992,0.1039,0.0,0.0,0.1239,0.1285,0.9791,0.7256,0.0181,0.0,0.2759,0.1667,0.2083,0.1223,0.1084,0.1082,0.0,0.0,0.1228,0.1238,0.9791,0.7182,0.018,0.0,0.2759,0.1667,0.2083,0.1216,0.1009,0.1057,0.0,0.0,not specified,block of flats,0.0915,Panel,No,0.0,0.0,0.0,0.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
374887,0,Cash loans,F,N,Y,1,292500.0,781920.0,42547.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.072508,-13399,-2735,-7528.0,-4512,,1,1,0,1,1,1,Secretaries,3.0,1,1,SATURDAY,10,0,0,0,0,0,0,School,,0.7702381806839408,0.4650692149562261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2055.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
351350,0,Cash loans,F,N,Y,1,450000.0,1483231.5,51687.0,1354500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.030755,-14216,-4475,-1051.0,-4977,,1,1,0,1,1,0,,3.0,2,2,FRIDAY,18,0,0,0,0,1,1,Security Ministries,0.3825776300651027,0.7759877670847759,0.3425288720742255,0.1536,0.0744,0.9836,0.7756,0.0234,0.0,0.1724,0.1667,0.2083,0.0597,,0.092,,0.0016,0.1565,0.0772,0.9836,0.7844,0.0236,0.0,0.1724,0.1667,0.2083,0.0611,,0.0959,,0.0017,0.1551,0.0744,0.9836,0.7786,0.0235,0.0,0.1724,0.1667,0.2083,0.0608,,0.0937,,0.0016,,block of flats,0.0727,"Stone, brick",No,0.0,0.0,0.0,0.0,-2445.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
351785,1,Cash loans,F,N,Y,0,112500.0,562491.0,28849.5,454500.0,Unaccompanied,Working,Incomplete higher,Married,Rented apartment,0.018801,-15684,-905,-4477.0,-1650,,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Restaurant,0.4892644630665208,0.0391292673484296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
360863,0,Cash loans,F,N,Y,0,63000.0,277969.5,10111.5,229500.0,Children,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.00712,-20911,365243,-8460.0,-4211,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,8,0,0,0,0,0,0,XNA,,0.1942664499695638,0.6092756673894402,0.0392,,0.9806,,,0.04,0.0345,0.375,,,,0.0031,,,0.0399,,0.9732,,,0.0403,0.0345,0.375,,,,0.0032,,,0.0396,,0.9806,,,0.04,0.0345,0.375,,,,0.0032,,,,block of flats,0.0024,"Stone, brick",Yes,2.0,0.0,2.0,0.0,-2651.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
429533,1,Cash loans,F,N,Y,0,76500.0,781920.0,28084.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-15341,-750,-780.0,-960,,1,1,1,1,0,0,Sales staff,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Self-employed,,0.3015503052607052,0.3927738606031339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
225785,1,Cash loans,F,N,N,0,135000.0,517500.0,16690.5,517500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-18003,-4859,-9350.0,-1544,,1,1,1,1,0,0,Laborers,2.0,2,2,SUNDAY,19,0,0,0,0,1,1,Industry: type 3,0.6485776004964603,0.0300003917447516,0.1198779608955348,0.0928,,0.9806,,,,0.2069,0.1667,,0.0499,,0.0789,,0.0,0.0945,,0.9806,,,,0.2069,0.1667,,0.0511,,0.0822,,0.0,0.0937,,0.9806,,,,0.2069,0.1667,,0.0508,,0.0803,,0.0,,block of flats,0.0718,Panel,No,0.0,0.0,0.0,0.0,-1736.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
411337,0,Cash loans,M,Y,N,2,112500.0,450000.0,16677.0,450000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.028663,-12075,-1705,-1687.0,-4553,3.0,1,1,1,1,1,0,Laborers,3.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.2906987096611355,0.5814837058057234,0.0732,0.0727,0.9816,0.7484,0.008,0.0,0.1379,0.1667,0.2083,0.0153,0.0588,0.0671,0.0039,0.0082,0.0746,0.0755,0.9816,0.7583,0.0081,0.0,0.1379,0.1667,0.2083,0.0156,0.0643,0.0699,0.0039,0.0086,0.0739,0.0727,0.9816,0.7518,0.0081,0.0,0.1379,0.1667,0.2083,0.0155,0.0599,0.0683,0.0039,0.0083,reg oper account,block of flats,0.0592,"Stone, brick",No,0.0,0.0,0.0,0.0,-80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,3.0,0.0,3.0
234933,1,Cash loans,F,N,Y,1,103500.0,225000.0,18171.0,225000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-9706,-459,-2212.0,-1275,,1,1,1,1,0,0,Core staff,3.0,2,2,FRIDAY,14,0,0,0,0,1,1,Bank,0.2723959242060613,0.4306397440069677,0.1704461230452281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-266.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
173696,1,Cash loans,F,N,N,0,135000.0,808650.0,29839.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.006305,-16141,-1449,-6957.0,-5125,,1,1,1,1,0,0,Laborers,1.0,3,3,WEDNESDAY,6,0,0,0,1,1,0,Restaurant,,0.0248873844960294,,,,0.9593,,,,,,,,,0.0022,,,,,0.9593,,,,,,,,,0.0023,,,,,0.9593,,,,,,,,,0.0022,,,,block of flats,0.0032,,Yes,2.0,0.0,2.0,0.0,-496.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
216004,1,Cash loans,F,Y,Y,0,157500.0,553581.0,40414.5,472500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0084739999999999,-14798,-2060,-3959.0,-4318,8.0,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,9,0,0,0,0,0,0,Self-employed,0.5313991689806113,0.3479078801548081,0.0646719558983517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-152.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
